expression,reading,meaning,tags,guid,example_jp,example_reading_hiragana,example_ko
報ずる,ほうずる,보도하다·알리다,JLPT_1 JLPT,"KRvk3^-|,F",通信社は会談の結果を世界に報ずる予定だ。,つうしんしゃはかいだんのけっかをせかいにほうずるよていだ。,통신사는 회담 결과를 전 세계에 보도할 예정이다.
紡績,ぼうせき,방적,JLPT_1 JLPT,c(WbBZ;AX4,この町はかつて紡績業で栄えた。,このまちはかつてぼうせきぎょうでさかえた。,이 도시는 한때 방적업으로 번성했다.
呆然,ぼうぜん,망연자실함,JLPT_1 JLPT,"D,29%Cq6kO",突然の知らせに彼は呆然と立ち尽くした。,とつぜんのしらせにかれはぼうぜんとたちつくした。,갑작스러운 소식에 그는 망연자실한 채 서 있었다.
放置,ほうち,방치,JLPT_1 JLPT,v(CYy#&;?A,駅前に長く放置された自転車を撤去した。,えきまえにながくほうちされたじてんしゃをてっきょした。,역 앞에 오랫동안 방치된 자전거를 수거했다.
膨張,ぼうちょう,팽창,JLPT_1 JLPT,yrEhMT2lD[,容器の中の空気は温まると膨張する。,ようきのなかのくうきはあたたまるとぼうちょうする。,용기 안의 공기는 따뜻해지면 팽창한다.
法廷,ほうてい,법정,JLPT_1 JLPT,DT=sfW*:r&,証人は法廷で見たことを正直に語った。,しょうにんはほうていでみたことをしょうじきにかたった。,증인은 법정에서 본 것을 솔직하게 말했다.
報道,ほうどう,보도,JLPT_1 JLPT,c6C5#ID_tl,事故の報道を見て家族が心配になった。,じこのほうどうをみてかぞくがしんぱいになった。,사고 보도를 보고 가족이 걱정되었다.
冒頭,ぼうとう,모두·서두,JLPT_1 JLPT,j#7sz+T+0t,講演の冒頭で講師が聴衆に問いを投げかけた。,こうえんのぼうとうでこうしがちょうしゅうにといをなげかけた。,강연 서두에서 강사가 청중에게 질문을 던졌다.
暴動,ぼうどう,폭동,JLPT_1 JLPT,z>Vj=5Gt8G,暴動を鎮めるため軍隊が出動した。,ぼうどうをしずめるためぐんたいがしゅつどうした。,폭동을 진압하기 위해 군대가 출동했다.
褒美,ほうび,포상·상,JLPT_1 JLPT,p$ZOw#.2V@,約束を守った褒美に子供へ本を贈った。,やくそくをまもったほうびにこどもへほんをおくった。,약속을 지킨 상으로 아이에게 책을 선물했다.
暴風,ぼうふう,폭풍,JLPT_1 JLPT,G7m5?HCHEG,夜中に暴風が吹き荒れ、屋根が壊れた。,よなかにぼうふうがふきあれ、やねがこわれた。,한밤중에 폭풍이 몰아쳐 지붕이 부서졌다.
葬る,ほうむる,매장하다,JLPT_1 JLPT,o:m}t1oj2f,亡き父を故郷の静かな墓地に葬った。,なきちちをふるさとのしずかなぼちにほうむった。,돌아가신 아버지를 고향의 조용한 묘지에 묻었다.
放り込む,ほうりこむ,던져 넣다,JLPT_1 JLPT,eWW}rHT.ef,泥だらけの服を洗濯機に放り込んだ。,どろだらけのふくをせんたくきにほうりこんだ。,진흙투성이 옷을 세탁기에 던져 넣었다.
放り出す,ほうりだす,내팽개치다·내쫓다,JLPT_1 JLPT,x@6@j{vH4g,約束を破り続け、とうとう家から放り出された。,やくそくをやぶりつづけ、とうとういえからほうりだされた。,계속 약속을 어겨 결국 집에서 쫓겨났다.
暴力,ぼうりょく,폭력,JLPT_1 JLPT,"bBwqHP,dIr",どんな理由があっても暴力は許されない。,どんなりゆうがあってもぼうりょくはゆるされない。,어떤 이유가 있어도 폭력은 용납되지 않는다.
飽和,ほうわ,포화,JLPT_1 JLPT,e-F){8|6>q,国内市場はすでに飽和状態に達している。,こくないしじょうはすでにほうわじょうたいにたっしている。,국내 시장은 이미 포화 상태에 이르렀다.
ホース,ホース,호스,JLPT_1 JLPT,mR5}X@MWM{,長いホースを伸ばして庭の木に水をやった。,ながいほーすをのばしてにわのきにみずをやった。,긴 호스를 펴서 정원의 나무에 물을 주었다.
ポーズ,ポーズ,포즈·휴지,JLPT_1 JLPT,o2eqJ-PY$U,写真家の指示に合わせてポーズを取った。,しゃしんかのしじにあわせてぽーずをとった。,사진가의 지시에 맞춰 포즈를 취했다.
ホール,ホール,홀·구멍,JLPT_1 JLPT,g=V#H+1mJd,式典は市役所の大ホールで開かれた。,しきてんはしやくしょのだいほーるでひらかれた。,기념식은 시청 대강당에서 열렸다.
保温,ほおん,보온,JLPT_1 JLPT,caxU`1c?H},魔法瓶に入れて昼までお茶を保温した。,まほうびんにいれてひるまでおちゃをほおんした。,보온병에 넣어 점심때까지 차를 따뜻하게 보관했다.
捕獲,ほかく,포획,JLPT_1 JLPT,b>64#LmJ&_,畑を荒らした猪が罠で捕獲された。,はたけをあらしたいのししがわなでほかくされた。,밭을 망친 멧돼지가 덫으로 포획되었다.
保管,ほかん,보관,JLPT_1 JLPT,dQ*M>yKiW},重要な契約書は金庫に保管している。,じゅうようなけいやくしょはきんこにほかんしている。,중요한 계약서는 금고에 보관하고 있다.
補給,ほきゅう,보급,JLPT_1 JLPT,Dc(.H5{&b@,山頂に着く前に水分を補給した。,さんちょうにつくまえにすいぶんをほきゅうした。,산 정상에 도착하기 전에 수분을 보충했다.
補強,ほきょう,보강,JLPT_1 JLPT,J3$|<dn.re,老朽化した橋を鋼材で補強した。,ろうきゅうかしたはしをこうざいでほきょうした。,노후한 다리를 강재로 보강했다.
募金,ぼきん,모금,JLPT_1 JLPT,h)Vl=R>l^q,駅前で被災地を支援する募金を呼びかけた。,えきまえでひさいちをしえんするぼきんをよびかけた。,역 앞에서 재해 지역 지원 모금에 참여해 달라고 호소했다.
牧師,ぼくし,목사,JLPT_1 JLPT,pz`YHSooKr,牧師は教会に集まった人々へ静かに語りかけた。,ぼくしはきょうかいにあつまったひとびとへしずかにかたりかけた。,목사는 교회에 모인 사람들에게 조용히 말을 건넸다.
捕鯨,ほげい,포경·고래잡이,JLPT_1 JLPT,x$O*osSX;x,商業捕鯨の再開を巡って議論が続いた。,しょうぎょうほげいのさいかいをめぐってぎろんがつづいた。,상업 포경 재개를 둘러싸고 논의가 이어졌다.
惚ける,ぼける,흐리멍덩해지다·노망나다,JLPT_1 JLPT,q*FJd;okG=,寝不足で頭が惚けて仕事に集中できない。,ねぶそくであたまがぼけてしごとにしゅうちゅうできない。,잠이 부족해 머리가 멍해서 일에 집중할 수 없다.
保険,ほけん,보험,JLPT_1 JLPT,Bet5?24idk,旅行前に海外で使える保険に加入した。,りょこうまえにかいがいでつかえるほけんにかにゅうした。,여행 전에 해외에서 쓸 수 있는 보험에 가입했다.
母校,ぼこう,모교,JLPT_1 JLPT,qX^1y@?`G[,卒業後も母校の行事に毎年参加している。,そつぎょうごもぼこうのぎょうじにまいとしさんかしている。,졸업 후에도 모교 행사에 매년 참가하고 있다.
母国,ぼこく,모국,JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,bSW6]:G@H?,彼は長い留学を終えて母国へ帰った。,かれはながいりゅうがくをおえてぼこくへかえった。,그는 긴 유학을 마치고 모국으로 돌아갔다.
誇る,ほこる,자랑하다,JLPT_1 JLPT,M-#?~#CKEe,この会社は世界屈指の技術力を誇る。,このかいしゃはせかいくっしのぎじゅつりょくをほこる。,이 회사는 세계 굴지의 기술력을 자랑한다.
綻びる,ほころびる,(실밥이)풀리다·(꽃이) 피기 시작하다,JLPT_1 JLPT,IzpFoG;o+q,古い上着の袖口が少し綻びている。,ふるいうわぎのそでぐちがすこしほころびている。,오래된 겉옷의 소맷부리가 조금 풀려 있다.
干し～,ほし～,말린 ~,JLPT_1 JLPT,is?TC|:$uN,祖母が作った甘い干し柿をおやつに食べた。,そぼがつくったあまいほしがきをおやつにたべた。,할머니가 만든 달콤한 곶감을 간식으로 먹었다.
ポジション,ポジション,포지션·위치,JLPT_1 JLPT,PnsJ9Y`/xy,新しい選手は守備のポジションを任された。,あたらしいせんしゅはしゅびのぽじしょんをまかされた。,새 선수는 수비 포지션을 맡았다.
干し物,ほしもの,말린 것·빨래,JLPT_1 JLPT,fiEpVY&=zT,雨が降りそうなので急いで干し物を取り込んだ。,あめがふりそうなのでいそいでほしものをとりこんだ。,비가 올 것 같아 서둘러 빨래를 걷었다.
保守,ほしゅ,보수,JLPT_1 JLPT,HeA:gQu%kE,定期的に機械を保守して故障を防ぐ。,ていきてきにきかいをほしゅしてこしょうをふせぐ。,정기적으로 기계를 보수하여 고장을 막는다.
補充,ほじゅう,보충,JLPT_1 JLPT,ovQ+M7ILU),売り切れた商品を棚に補充した。,うりきれたしょうひんをたなにほじゅうした。,매진된 상품을 진열대에 보충했다.
補助,ほじょ,보조,JLPT_1 JLPT,m?5D3_JP+},高齢者の歩行を補助する器具を開発した。,こうれいしゃのほこうをほじょするきぐをかいはつした。,고령자의 보행을 보조하는 기구를 개발했다.
舗装,ほそう,포장 (도로),JLPT_1 JLPT,glr.;x9$x0,雨で傷んだ道路を舗装し直した。,あめでいたんだどうろをほそうしなおした。,비로 손상된 도로를 다시 포장했다.
補足,ほそく,보족·보충,JLPT_1 JLPT,inE4~;vRlL,誤解がないよう説明を少し補足した。,ごかいがないようせつめいをすこしほそくした。,오해가 없도록 설명을 조금 보충했다.
墓地,ぼち,묘지,JLPT_1 JLPT,nNMpx>zT&},丘の上の墓地に祖父の墓がある。,おかのうえのぼちにそふのはかがある。,언덕 위 묘지에 할아버지의 묘가 있다.
発作,ほっさ,발작,JLPT_1 JLPT,J-l0g]=x_p,彼は急な発作で病院に運ばれた。,かれはきゅうなほっさでびょういんにはこばれた。,그는 갑작스러운 발작으로 병원에 이송되었다.
没収,ぼっしゅう,몰수,JLPT_1 JLPT,FTZs|u+c%T,試験中に使った携帯電話を没収された。,しけんちゅうにつかったけいたいでんわをぼっしゅうされた。,시험 중에 사용한 휴대전화를 몰수당했다.
発足,ほっそく,발족,JLPT_1 JLPT,zOAVt?|e(1,地域の防災組織が今月発足した。,ちいきのぼうさいそしきがこんげつほっそくした。,지역 방재 조직이 이번 달에 발족했다.
ポット,ポット,포트·단지,JLPT_1 JLPT,eLxlfyvQa!,ポットに熱いお茶を入れて客に出した。,ぽっとにあついおちゃをいれてきゃくにだした。,포트에 뜨거운 차를 담아 손님에게 내놓았다.
ほっぺた,ほっぺた,볼·뺨,JLPT_1 JLPT,Jt@~gSztWD,寒さで子供のほっぺたが赤くなった。,さむさでこどものほっぺたがあかくなった。,추위로 아이의 볼이 빨개졌다.
ぼつぼつ,ぼつぼつ,슬슬·조금씩,JLPT_1 JLPT,jz~OVH6f~Q,雨もやんだし、ぼつぼつ出かけよう。,あめもやんだし、ぼつぼつでかけよう。,비도 그쳤으니 슬슬 나가자.
没落,ぼつらく,몰락,JLPT_1 JLPT,qo9QqJE?e^,浪費を重ねた名家は急速に没落した。,ろうひをかさねためいかはきゅうそくにぼつらくした。,낭비를 거듭한 명문가는 급속히 몰락했다.
解ける,ほどける,풀리다,JLPT_1 JLPT,DA{v}3+Lp$,走っているうちに靴ひもが解けた。,はしっているうちにくつひもがほどけた。,달리는 사이에 신발 끈이 풀렸다.
施す,ほどこす,베풀다·시행하다,JLPT_1 JLPT,gYMa.e[yq>,医師は負傷者に応急処置を施した。,いしはふしょうしゃにおうきゅうしょちをほどこした。,의사는 부상자에게 응급 처치를 시행했다.
ほとり,ほとり,부근·근처,JLPT_1 JLPT,h5B>a}=Y4~,湖のほとりに小さな宿を建てた。,みずうみのほとりにちいさなやどをたてた。,호숫가에 작은 숙소를 지었다.
ぼやく,ぼやく,투덜대다·푸념하다,JLPT_1 JLPT,DOH?PxBsC~,父は給料が上がらないとぼやいている。,ちちはきゅうりょうがあがらないとぼやいている。,아버지는 월급이 오르지 않는다고 푸념하고 있다.
ぼやける,ぼやける,흐릿해지다,JLPT_1 JLPT,"rB,1PHpB=G",霧で遠くの山並みがぼやけて見える。,きりでとおくのやまなみがぼやけてみえる。,안개 때문에 멀리 있는 산줄기가 흐릿하게 보인다.
保養,ほよう,보양·휴양,JLPT_1 JLPT,Q#{ir6[3o?,疲れた体を休めるため温泉地で保養した。,つかれたからだをやすめるためおんせんちでほようした。,지친 몸을 쉬게 하려고 온천지에서 요양했다.
捕虜,ほりょ,포로,JLPT_1 JLPT,qxd6jwjQC6,戦争が終わり、捕虜たちは故郷へ帰された。,せんそうがおわり、ほりょたちはふるさとへかえされた。,전쟁이 끝나 포로들은 고향으로 돌려보내졌다.
ボルト,ボルト,볼트,JLPT_1 JLPT,FZLDQ~YD+C,緩んだボルトを工具で締め直した。,ゆるんだぼるとをこうぐでしめなおした。,느슨해진 볼트를 공구로 다시 조였다.
滅びる,ほろびる,멸망하다,JLPT_1 JLPT,"O_YU5EzmO,",その王国は内乱によって滅びた。,そのおうこくはないらんによってほろびた。,그 왕국은 내란으로 멸망했다.
